beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id
"Fresh Squeezed IPA","Deschutes Brewery","IPA - American",6.4,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-03-22 18:44:47",https://untappd.com/c/165802331,https://untappd.com/beer/59622,https://untappd.com/brewery/441,"United States",Bend,OR,,,,165802331,59622,441
Afterlife,"Selkirk Abbey","IPA - Belgian",5.7,75,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-03-22 19:02:42",https://untappd.com/c/165810698,https://untappd.com/beer/395252,https://untappd.com/brewery/31759,"United States","Post Falls",ID,,,,165810698,395252,31759
"Fresh Squeezed IPA","Deschutes Brewery","IPA - American",6.4,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-04-21 19:59:26",https://untappd.com/c/175057106,https://untappd.com/beer/59622,https://untappd.com/brewery/441,"United States",Bend,OR,,,,175057106,59622,441
Hopsecutioner,"Terrapin Beer Co. ","IPA - American",7.3,71,,"Clyde's of Gallery Place",Washington,D.C.,"United States",38.8988,-77.0217,3,"2015-04-21 19:59:53",https://untappd.com/c/175057262,https://untappd.com/beer/5714,https://untappd.com/brewery/1243,"United States",Athens,GA,,,,175057262,5714,1243
"The Waldos' Special Ale (AKA Waldo's 420) (2015)","Lagunitas Brewing Company","IPA - Imperial / Double",11.1,84,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-04-24 19:42:46",https://untappd.com/c/175858395,https://untappd.com/beer/1042105,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,,175858395,1042105,765
"Monk's Blood","21st Amendment Brewery","Belgian Strong Dark Ale",8.3,34,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-05-05 19:02:38",https://untappd.com/c/179570449,https://untappd.com/beer/10485,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,179570449,10485,4339
"Pikeland Pils","Sly Fox Brewing Company","Pilsner - German",4.9,44,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-05-05 19:51:17",https://untappd.com/c/179591946,https://untappd.com/beer/10598,https://untappd.com/brewery/3865,"United States",Pottstown,PA,,,,179591946,10598,3865
Dunkelweisse,"Hellbender Brewing",Dunkelweizen,4.8,17,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-05-05 21:09:21",https://untappd.com/c/179631168,https://untappd.com/beer/1070892,https://untappd.com/brewery/19263,"United States",Washington,DC,,,,179631168,1070892,19263
"Tank 7 Farmhouse Ale","Boulevard Brewing Co.","Saison / Farmhouse Ale",8.5,38,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-06-03 18:50:07",https://untappd.com/c/189231274,https://untappd.com/beer/10891,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,189231274,10891,1514
"The Calling","Boulevard Brewing Co.","IPA - Imperial / Double",8.5,75,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-06-03 18:50:46",https://untappd.com/c/189231576,https://untappd.com/beer/933141,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,189231576,933141,1514
Infidel,"Selkirk Abbey","IPA - Belgian",8.2,84,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-06-03 20:35:32",https://untappd.com/c/189279781,https://untappd.com/beer/199575,https://untappd.com/brewery/31759,"United States","Post Falls",ID,,,,189279781,199575,31759
Dissonance,"3 Stars Brewing Company","Sour - Berliner Weisse",3.6,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2015-06-19 19:01:55",https://untappd.com/c/194547701,https://untappd.com/beer/1109329,https://untappd.com/brewery/12185,"United States",Washington,DC,,,,194547701,1109329,12185
"Heavy Lifting IPA","Boulevard Brewing Co.","IPA - American",6.2,80,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-06-19 19:26:07",https://untappd.com/c/194564823,https://untappd.com/beer/1030392,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,194564823,1030392,1514
Equinox,"Lagunitas Brewing Company","Pale Ale - American",8,50,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-06-19 20:18:52",https://untappd.com/c/194605299,https://untappd.com/beer/132097,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,,194605299,132097,765
"Eight Point IPA","Devils Backbone Brewing Company","IPA - American",6.2,60,,"Union Pub",Washington,D.C.,"United States",38.8946,-77.0029,3.5,"2015-06-25 19:10:49",https://untappd.com/c/196597370,https://untappd.com/beer/18222,https://untappd.com/brewery/4939,"United States",Roseland,VA,,,,196597370,18222,4939
"Down To Earth","21st Amendment Brewery","IPA - Session / India Session Ale",4.4,42,,"Union Pub",Washington,D.C.,"United States",38.8946,-77.0029,3,"2015-06-25 19:11:58",https://untappd.com/c/196597947,https://untappd.com/beer/1008678,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,196597947,1008678,4339
"Pale Ale","Omission Beer",Gluten-Free,5.8,33,,"Union Pub",Washington,D.C.,"United States",38.8946,-77.0029,3,"2015-06-25 20:54:59",https://untappd.com/c/196654902,https://untappd.com/beer/131265,https://untappd.com/brewery/25595,"United States",Portland,OR,,,,196654902,131265,25595
"Down To Earth","21st Amendment Brewery","IPA - Session / India Session Ale",4.4,42,,"Union Pub",Washington,D.C.,"United States",38.8946,-77.0029,3,"2015-06-25 20:55:11",https://untappd.com/c/196655027,https://untappd.com/beer/1008678,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,196655027,1008678,4339
"Rye Pale Ale","The Civil Life Brewing Co.","Rye Beer",4.5,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-07-16 19:53:47",https://untappd.com/c/203951173,https://untappd.com/beer/80647,https://untappd.com/brewery/3499,"United States","St Louis",MO,,,,203951173,80647,3499
"Fresh Squeezed IPA","Deschutes Brewery","IPA - American",6.4,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-07-16 19:54:33",https://untappd.com/c/203951471,https://untappd.com/beer/59622,https://untappd.com/brewery/441,"United States",Bend,OR,,,,203951471,59622,441
"West Coast IPA (2014-)","Green Flash Brewing Company","IPA - Imperial / Double",8.1,95,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-07-24 20:49:05",https://untappd.com/c/206901511,https://untappd.com/beer/646818,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,206901511,646818,609
"Take 5","Harpoon Brewery","IPA - Session / India Session Ale",4.3,43,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-07-24 20:49:25",https://untappd.com/c/206901815,https://untappd.com/beer/1017330,https://untappd.com/brewery/634,"United States",Boston,MA,,,,206901815,1017330,634
"Fresh Squeezed IPA","Deschutes Brewery","IPA - American",6.4,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-07-26 20:43:52",https://untappd.com/c/207951761,https://untappd.com/beer/59622,https://untappd.com/brewery/441,"United States",Bend,OR,,,,207951761,59622,441
Sculpin,"Ballast Point Brewing Company","IPA - American",7,70,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-07-26 20:43:59",https://untappd.com/c/207951928,https://untappd.com/beer/5558,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,207951928,5558,68
"Solar Abyss","DC Brau Brewing Company","IPA - Imperial / Double",10,100,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-07-26 20:44:41",https://untappd.com/c/207952261,https://untappd.com/beer/589546,https://untappd.com/brewery/10489,"United States",Washington,DC,,,,207952261,589546,10489
"Fresh Squeezed IPA","Deschutes Brewery","IPA - American",6.4,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-07-29 20:14:36",https://untappd.com/c/208670435,https://untappd.com/beer/59622,https://untappd.com/brewery/441,"United States",Bend,OR,,,,208670435,59622,441
"Wild Sour Series: Counter Clockweisse","DESTIHL Brewery","Sour - Berliner Weisse",3,4,,"Village Tap",Chicago,IL,"United States",41.9432,-87.6807,3,"2015-07-31 16:43:58",https://untappd.com/c/209248651,https://untappd.com/beer/574418,https://untappd.com/brewery/6597,"United States",Normal,IL,,,,209248651,574418,6597
"Refresher Course","O'so Brewing Company","American Wild Ale",5.4,24,,"Village Tap",Chicago,IL,"United States",41.9432,-87.6807,3.5,"2015-07-31 16:44:39",https://untappd.com/c/209249060,https://untappd.com/beer/1659417,https://untappd.com/brewery/2029,"United States",Plover,WI,,,,209249060,1659417,2029
Gumballhead,"3 Floyds Brewing Company","Pale Wheat Ale - American",5.6,35,,"Village Tap",Chicago,IL,"United States",41.9432,-87.6807,4,"2015-07-31 17:19:23",https://untappd.com/c/209270132,https://untappd.com/beer/9954,https://untappd.com/brewery/2470,"United States",Munster,IN,,,,209270132,9954,2470
"Tank 7 Farmhouse Ale","Boulevard Brewing Co.","Saison / Farmhouse Ale",8.5,38,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-08-07 20:38:06",https://untappd.com/c/211881205,https://untappd.com/beer/10891,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,211881205,10891,1514
Ghost,"3 Stars Brewing Company","IPA - White",5.9,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-08-07 20:38:26",https://untappd.com/c/211881551,https://untappd.com/beer/825803,https://untappd.com/brewery/12185,"United States",Washington,DC,,,,211881551,825803,12185
Ghost,"3 Stars Brewing Company","IPA - White",5.9,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-08-07 20:44:51",https://untappd.com/c/211887932,https://untappd.com/beer/825803,https://untappd.com/brewery/12185,"United States",Washington,DC,,,,211887932,825803,12185
"Liliko'i Kepolo","Avery Brewing Co.",Witbier,5.4,10,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,2.5,"2015-08-07 20:45:33",https://untappd.com/c/211888607,https://untappd.com/beer/127388,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,211888607,127388,62
"Baba Organic Black Lager","Uinta Brewing Company","Lager - Dark",4,32,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-08-19 19:29:18",https://untappd.com/c/216134053,https://untappd.com/beer/82449,https://untappd.com/brewery/1304,"United States","Salt Lake City",UT,,,,216134053,82449,1304
"Liquid Bliss","Terrapin Beer Co. ","Porter - American",6.1,30,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-08-19 19:30:10",https://untappd.com/c/216134463,https://untappd.com/beer/696735,https://untappd.com/brewery/1243,"United States",Athens,GA,,,,216134463,696735,1243
"Pale 31","Firestone Walker Brewing Company","Pale Ale - American",4.9,38,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.75,"2015-08-19 20:00:43",https://untappd.com/c/216149405,https://untappd.com/beer/5427,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,,216149405,5427,524
"The Infinite","Jailbreak Brewing Company","Red Ale - American Amber / Red",5,19,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-08-19 20:21:55",https://untappd.com/c/216160012,https://untappd.com/beer/802110,https://untappd.com/brewery/62976,"United States",Laurel,MD,,,,216160012,802110,62976
"H.L. Rex","Monocacy Brewing Company","IPA - Session / India Session Ale",3.7,30,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-09-03 19:21:56",https://untappd.com/c/221104710,https://untappd.com/beer/600150,https://untappd.com/brewery/30322,"United States",Frederick,MD,,,,221104710,600150,30322
CrossBones,"Heavy Seas Beer","IPA - Session / India Session Ale",4.5,35,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-09-03 19:22:20",https://untappd.com/c/221104915,https://untappd.com/beer/904923,https://untappd.com/brewery/385,"United States",Baltimore,MD,,,,221104915,904923,385
"Fresh Squeezed IPA","Deschutes Brewery","IPA - American",6.4,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-09-24 19:58:11",https://untappd.com/c/228298247,https://untappd.com/beer/59622,https://untappd.com/brewery/441,"United States",Bend,OR,,,,228298247,59622,441
"The Gourd Standard","Flying Dog Brewery","Pumpkin / Yam Beer",6.7,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2015-09-24 20:24:10",https://untappd.com/c/228314433,https://untappd.com/beer/1171170,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,228314433,1171170,540
"Don Imperial YSB","Rogue Ales","Extra Special / Strong Bitter",7.5,52,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-09-30 19:25:23",https://untappd.com/c/230454005,https://untappd.com/beer/1158021,https://untappd.com/brewery/4565,"United States",Newport,OR,,,,230454005,1158021,4565
Oktoberfest,"Great Lakes Brewing Company",Märzen,6.5,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-09-30 19:31:59",https://untappd.com/c/230456859,https://untappd.com/beer/8978,https://untappd.com/brewery/3125,"United States",Cleveland,OH,,,,230456859,8978,3125
"XS Double Dead Guy","Rogue Ales","Bock - Doppelbock",9,54,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-09-30 20:10:09",https://untappd.com/c/230473769,https://untappd.com/beer/567113,https://untappd.com/brewery/4565,"United States",Newport,OR,,,,230473769,567113,4565
Sculpin,"Ballast Point Brewing Company","IPA - American",7,70,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-10-16 19:59:54",https://untappd.com/c/235747299,https://untappd.com/beer/5558,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,235747299,5558,68
"Moonglow Weizenbock","Victory Brewing Company","Bock - Weizenbock",8.7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-10-16 20:01:43",https://untappd.com/c/235748809,https://untappd.com/beer/3827,https://untappd.com/brewery/1326,"United States",Downingtown,PA,,,,235748809,3827,1326
"Breakfast Stout","Founders Brewing Co.","Stout - Oatmeal",8.3,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4.5,"2015-10-18 13:33:40",https://untappd.com/c/236655620,https://untappd.com/beer/4589,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,236655620,4589,549
"Obsidian Stout","Deschutes Brewery","Stout - American",6.4,55,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-10-18 13:33:52",https://untappd.com/c/236655879,https://untappd.com/beer/3622,https://untappd.com/brewery/441,"United States",Bend,OR,,,,236655879,3622,441
Warlock,"Southern Tier Brewing Company","Pumpkin / Yam Beer",8.6,40,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-10-18 15:04:45",https://untappd.com/c/236699314,https://untappd.com/beer/406125,https://untappd.com/brewery/4586,"United States",Lakewood,NY,,,,236699314,406125,4586
"Trick or Treat","Evil Genius Beer Company","Pumpkin / Yam Beer",7.8,35,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-10-29 19:29:32",https://untappd.com/c/240024265,https://untappd.com/beer/218684,https://untappd.com/brewery/16170,"United States",Philadelphia,PA,,,,240024265,218684,16170
"Storm King","Victory Brewing Company","Stout - American Imperial / Double",9.1,65,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.75,"2015-10-29 19:30:11",https://untappd.com/c/240024599,https://untappd.com/beer/3830,https://untappd.com/brewery/1326,"United States",Downingtown,PA,,,,240024599,3830,1326
"Doppel Shot Double Bock","Maui Brewing Company","Bock - Doppelbock",8.2,40,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4.25,"2015-10-29 20:07:09",https://untappd.com/c/240044148,https://untappd.com/beer/1110959,https://untappd.com/brewery/836,"United States",Kihei,HI,,,,240044148,1110959,836
"Born Yesterday Pale Ale (2015)","Lagunitas Brewing Company","Pale Ale - American",6.5,75,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.75,"2015-10-31 15:54:57",https://untappd.com/c/240765649,https://untappd.com/beer/1289790,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,,240765649,1289790,765
Warlock,"Southern Tier Brewing Company","Pumpkin / Yam Beer",8.6,40,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-10-31 16:06:55",https://untappd.com/c/240773829,https://untappd.com/beer/406125,https://untappd.com/brewery/4586,"United States",Lakewood,NY,,,,240773829,406125,4586
"Edmund Fitzgerald","Great Lakes Brewing Company","Porter - American",6,37,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-11-07 19:41:00",https://untappd.com/c/243226643,https://untappd.com/beer/12049,https://untappd.com/brewery/3125,"United States",Cleveland,OH,,,,243226643,12049,3125
"Ohio City Oatmeal Stout","Great Lakes Brewing Company","Stout - Oatmeal",5.4,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2015-11-07 20:14:50",https://untappd.com/c/243255798,https://untappd.com/beer/16504,https://untappd.com/brewery/3125,"United States",Cleveland,OH,,,,243255798,16504,3125
"Punkuccino Coffee Pumpkin Ale","Elysian Brewing Company","Pumpkin / Yam Beer",5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-11-07 20:15:17",https://untappd.com/c/243256150,https://untappd.com/beer/473015,https://untappd.com/brewery/7294,"United States",Seattle,WA,,,,243256150,473015,7294
"Fresh Squeezed IPA","Deschutes Brewery","IPA - American",6.4,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-11-12 20:13:38",https://untappd.com/c/244570496,https://untappd.com/beer/59622,https://untappd.com/brewery/441,"United States",Bend,OR,,,,244570496,59622,441
